Author,Art,Sale date,Price,Provenance,Sign,Technique and performance material,Size,Image,Estimate,Report,Description,Tried url
Constantin Brancusi,Une museREPEAT SALE,11.07.2012,"12,402,500",,,,,,,Not Found,,https://www.sothebys.com/en/search-results.html?query=Constantin Brancusi Une muse&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past
,Kegel,11.15.2012,"12,402,500","PROVENANCE
R. Cotter, inscription on final verso dated 1712
",-,-,159 x 88mm,https://sothebys-com.brightspotcdn.com/dims4/default/fe07178/2147483647/strip/true/crop/500x500+0+0/resize/212x212!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot-migration.s3.amazonaws.com%2Fc6%2F4c%2F28%2F59fa5b71fac41f69087283fc636e351464ae6e590e9c1cb5f016306f9a%2Flot.jpg,300,Found,"Neu-vermehrte arithmetica vulgaris, et practica italica. [Frankfurt]: Johann Valentin Schäller, [1696]
Condition Note:
12mo (159 x 88mm.), [16 (including frontispiece)], 276, [12]pp., title printed in red and black, illustration: engraved frontispiece, woodcut initials, head- and tailpieces, binding: eighteenth-century mottled calf, spine gilt in compartments, red morocco lettering-piece, red edges, some page numerals shaved, title-page cropped at foot
We are pleased to provide you with a general report of the condition of the property described in our catalogue. Since we are not professional conservators or restorers, we urge you to consult with a restorer or conservator of your choice who will be better able to provide a detailed, professional report. Prospective buyers should inspect each lot to satisfy themselves as to condition and must understand that any statement made by Sotheby's is merely a subjective, qualified opinion. NOTWITHSTANDING THIS REPORT OR ANY DISCUSSION CONCERNING CONDITION OF A LOT, ALL LOTS ARE OFFERED AND SOLD ""AS IS"" IN ACCORDANCE WITH THE CONDITIONS OF BUSINESS PRINTED IN THE CATALOGUE.

Quantity: 1",
Andy Warhol,Nine JackiesREPEAT SALE,11.15.2012,"12,402,500",,,,,,,Not Found,,https://www.sothebys.com/en/search-results.html?query=Andy Warhol Nine Jackies&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past
Egon Schiele,Liebespaar,02.05.2013,"12,390,113","Estate of the artist
Heinrich Böhler, Vienna & St. Moritz (acquired from the above)
Mabel Böhler (née Forbes), Lugano (widow of the above, acquired in 1940)
Rudolf Leopold, Vienna (acquired from the above in 1952)
Leopold Museum, Vienna (acquired in 1994)
Götzis, Galerie Hämmerle, Egon Schiele: Aquarelle, Zeichnungen, 1965, no. 9
Des Moines, Des Moines Art Center; Columbus, Columbus Gallery of Fine Arts & Chicago, Art Institute of Chicago, Egon Schiele and the Human Form: Drawings and Watercolours, 1971-72, no. 45, illustrated in colour in the catalogue
Munich, Haus der Kunst, Egon Schiele, 1975, no. 222, illustrated in the catalogue
Brussels, Palais des Beaux-Arts, Klimt, Schiele, Kokoschka, 1981, no. 85, illustrated in colour in the catalogue
Zurich, Kunsthaus; Vienna, Kunstforum Länderbank; Munich, Kunsthalle der Hypo-Kulturstiftung & Wuppertal, Von-der-Heydt-Museum, Egon Schiele und seine Zeit: Österreichische Malerei und Zeichnung von 1900 bis 1930, aus der Sammlung Leopold, 1988-90, no. 43, illustrated in colour in the catalogue
Tokyo, Bunkamura Museum; Nagoya,
READ MORE
Erwin Mitsch, Egon Schiele: Zeichnungen und Aquarelle, Salzburg, 1961, no. 53
Rudolf Leopold, Egon Schiele, Paintings, Watercolours, Drawings, New York, 1973, illustrated p. 367
Erwin Mitsch, The Art of Egon Schiele, Salzburg, 1987, illustrated p. 84
Jane Kallir, Egon Schiele: The Complete Works, New York, 1998, no. 1784, illustrated p. 556
Rudolf Leopold & Romana Schuler, Masterpieces from the Leopold Museum in Vienna, Vienna, 2001, no. 192, illustrated in colour p. 243
Jane Kallir, Egon Schiele Drawings & Watercolours, New York, 2003, illustrated in colour p. 341
Tobias G. Natter, Die Welt von Klimt, Schiele und Kokoschka – Sammler und Mäzene, Cologne, 2003, illustrated in colour p. 183
Rudolf Leopold, Egon Schiele, The Leopold Collection, Vienna, New York, 2009, illustrated in colour p. 197
Sonja Niederacher, www.bmukk.gv.at/medienpool/22205/dossier_schiele_8blboehler.pdf
Few works by Egon Schiele are as psychologically penetrating, autobiographically revealing or as exquisitely executed as Liebespaar (Selbstdarstellung mit Wally). The subject of self-portraiture enthralled the artist, and by the time the present work was created Schiele was engaged in producing what is now arguably the most celebrated stream of self-imagery of the 20th century. The most potent of these works conflated his key artistic concerns with personal crises, expressed in highly innovative compositional arrangements and strikingly bold execution. In this transfixing double portrait, Schiele expresses the emotional turmoil involved in the ending of his relationship with his lover Walpurga (Wally) Neuzil (fig. 1). This lavishly coloured sheet epitomises the method in which Schiele would commit his most confidential thoughts to paper in a boldly confrontational manner, transfiguring
READ MORE
","marked with the collector's stamp Sammlung Heinrich Böhler, inscribed Schiele and numbered No. 32 by another hand (lower left); stamped Nachlass Egon Schiele on the reverse
",gouache and pencil on paper,47.4 by 30.5cm,https://sothebys-com.brightspotcdn.com/dims4/default/271cb6b/2147483647/strip/true/crop/1316x2000+0+0/resize/139x212!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot-migration.s3.amazonaws.com%2F26%2F47%2Fd5%2Fa6bd8dd6adf96a2fe2c20873b5f900b9eaaab67ed8459d0fbc1829421e%2F100l13002-6mt45.jpg,"6,500,000",Found,"marked with the collector's stamp Sammlung Heinrich Böhler, inscribed Schiele and numbered No. 32 by another hand (lower left); stamped Nachlass Egon Schiele on the reverse
gouache and pencil on paper
47.4 by 30.5cm.
18 5/8 by 12in.
Executed in 1914 or 1915.",
Henri Matisse,"Femme a L′Ombrelle rouge, assise de profil",10.18.1989,"12,375,000",,,,,,,Not Found,,"https://www.sothebys.com/en/search-results.html?query=Henri Matisse Femme a L′Ombrelle rouge, assise de profil&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past"
Paul Gauguin,Nature morte aux fruits et piments,11.06.2007,"12,361,000",,,,,,,Not Found,,https://www.sothebys.com/en/search-results.html?query=Paul Gauguin Nature morte aux fruits et piments&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past
Andy Warhol,Self-Portrait,11.14.2007,"12,361,000",,,,,,,Not Found,,https://www.sothebys.com/en/search-results.html?query=Andy Warhol Self-Portrait&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past
Pablo Picasso,"Partition, Guitare, CompotierREPEAT SALE",05.06.2008,"12,361,000",,,,,,,Not Found,,"https://www.sothebys.com/en/search-results.html?query=Pablo Picasso Partition, Guitare, Compotier&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past"
Fernand Léger,Les maisons dans les arbres,02.06.2007,"12,346,792","Daniel Henry Kahnweiler, Paris (acquired from the artist)
Dr. Herschel Carey Walker, New York
Stephen Hahn, New York
Acquired from the above by the present owner in the late 1980s
New York, Acquavella Gallery, Léger, 1987, no. 9
Léger (exhibition catalogue), Staatliche Kunsthalle, Berlin, 1980, illustrated p. 137
Georges Bauquier, F. Léger, Vivre dans le vrai, Paris, 1987, illustrated p. 61
Georges Bauquier, Fernand Léger, Catalogue raisonné, 1903-1919, Paris, 1990, no. 77, illustrated p. 144
Landscapes were rarely depicted by the Cubists, but in this composition Léger transforms this view of the French countryside into a spectacle of remarkable depth and formal complexity.   The picture dates from 1914, when France was on the verge of war, and it would be one of the last canvases that Léger would complete before being conscripted later that year.  The subject of the French landscape, therefore, had a special significance in that it was a reminder of what would soon become a battleground.  What Léger is depicting here, and in a select group of other landscapes that he completed during this time (see fig. 1), is the very thing that the nation was defending.  The result is a work of extraordinary freshness and power that captures the dynamism and essential beauty inherent
READ MORE
","Signed F.LÉGER on the reverse
",Oil on canvas,65 by 81 cm,https://sothebys-com.brightspotcdn.com/dims4/default/e76a8ce/2147483647/strip/true/crop/2000x2000+0+0/resize/212x212!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot-migration.s3.amazonaws.com%2F04%2F61%2F3f%2F469de450007125b60000c154ebc7c9a07f4ce8c7b57af158908c572cad%2F4f3vl-n08089-18.jpg,"8,000,000",Found,"Signed F.LÉGER on the reverse

Oil on canvas

25 1/2 by 31 7/8 in.
65 by 81 cm
Painted in 1914.",
Michelangelo,The Risen Christ,07.04.2000,"12,320,348",,,,,,,Not Found,,https://www.sothebys.com/en/search-results.html?query=Michelangelo The Risen Christ&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past
Pierre-Auguste Renoir,Femmes dans un jardin,11.07.2007,"12,249,000","This work will be included in the catalogue critique being prepared by the Wildenstein Institute from the François Daulte, Durand-Ruel, Venturi, Vollard and Wildenstein archives.
Soutro Gallery, London
Sale: Christie's, London, June 24, 1997, lot 284
Private Collection (sold: Sotheby's, New York, November 3, 2005, lot 114)
Acquired at the above sale by the present owner
Bernheim-Jeune, ed., L'Atelier de Renoir, vol. II, Paris, 1931, no. 539, illustrated p. 117 (titled Esquisse de Paysage)
","Stamped Renoir (lower right)
",Oil on canvas,31 by 39 cm,https://sothebys-com.brightspotcdn.com/dims4/default/3aced0d/2147483647/strip/true/crop/2000x2000+0+0/resize/212x212!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot-migration.s3.amazonaws.com%2Fd8%2Fbf%2F45%2F116924c7e000d8903015c181f42067d8e0c6dc8f865f922d22256620c4%2Fn08547-177-lr-1.jpg,"150,000",Found,"Stamped Renoir (lower right)
Oil on canvas
12 1/4 by 15 1/4 in.
31 by 39 cm
Executed in 1919.",
Edgar Degas,"Après le bain, femme s�essuyant",02.05.2013,"12,214,038",,-,-,-,https://sothebys-com.brightspotcdn.com/dims4/default/9390a04/2147483647/strip/true/crop/2000x2000+0+0/resize/212x212!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot-migration.s3.amazonaws.com%2F6d%2F9e%2F0d%2F5414e08465814d7b72c50b88bc9e44d395ced8ccc00fb673564f567ade%2F3vzb3-n07838-13.jpg,"600,000",Found,,
Mark Rothko,Untitled,05.14.2014,"12,205,000","Executed circa 1946, this work is being considered for inclusion in the forthcoming Mark Rothko Online Resource and Catalogue Raisonné of works on paper, compiled by the National Gallery of Art, Washington.
Nancy and Jesse Weisman, New York (gift of the artist)
Private Collection, New York (gift of the above to the present owner in 1994)
Ridgefield, The Aldrich Museum of Contemporary Art, Mysterious and Magical Realism, April - August 1980, cat. no. 54
Mark Rothko is among the pantheon of artists whose ability to evoke universal truths through painting has fundamentally shifted our visual culture. Gifted by the artist to the Weisman family in a gesture of friendship and remaining in the family since then, Untitled (Nude) and Untitled (Underwater Series) embody two crucial stages in the artist’s creative growth, acting as pivotal exemplars in the development of Rothko’s voice in New York’s mid-century artistic firmament. Rothko met the late Jesse Weisman in the 1930s and the two became trusted friends, sharing summer rental houses in Mahopac, NY on their family vacations with their wives and children. As Jesse’s daughter, Susan Weisman McGee, recalls, “when my brother, Peter, was young and the Rothkos would come over to visit, Mark would sit Peter on his lap and draw pictures of cowboys and Indians.”
READ MORE
","signed
",gouache on paper,28.3 by 40.6 cm,https://sothebys-com.brightspotcdn.com/dims4/default/f6874e8/2147483647/strip/true/crop/2000x1398+0+0/resize/212x148!/quality/90/?url=https%3A%2F%2Fsothebys-com.brightspotcdn.com%2F28%2F1d%2F54%2Fff70bbcfec260eda96ef2de20490f1ffbefbd0f575c0f5e274dc02a968%2F699n09909-9y2gb.jpg,"200,000",Found,"signed
gouache on paper
11 1/8 by 16 in. 28.3 by 40.6 cm.",
Pablo Picasso,Femme au béret orange et au col de fourrure,11.05.2013,"12,149,000",,,,,,,Not Found,,https://www.sothebys.com/en/search-results.html?query=Pablo Picasso Femme au béret orange et au col de fourrure&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past
Zhang Xiaogang,Bloodline: Big family no. 3,04.05.2014,"12,144,809","Private American Collection
Faces and Bodies of the Middle Kingdom: Chinese Art of the 90's, Galerie Rudolfinum, Prague, Czech, 13 March - 1 June, 1997
Chinese Painting: Zhang Xiaogang, Galerie Rudolfinum, Prague, Czech, 25 September - 28 December, 2008, unpaginated
Zhang Xiaogang, Bloodline: The Big Family, Art Gallery at the Central Academy of Fine Arts, Beijing, China, 1997, pp. 31-32
Umbilical Cord of History: Paintings by Zhang Xiaogang, Hanart TZ Gallery, Hong Kong, China, 2004, p. 93
From Individualism to Collectivism
Zhang Xiaogang
  Produced between 1993 and 2002, Bloodline: Big Family series by Zhang Xiaogang can without a doubt be considered to be the emblem of contemporary Chinese art, as it fully encapsulates the unspoken trauma, collective spirit, and public memory of the Chinese people under the burden of the past. Numerous art curators and critics such as Johnson Chang and Li Xianting have especially praised the brilliant reinvention of Western stylistic techniques and intellectual observation of the Chinese society in the series to be a distinctive factor that sets Zhang apart from other artists of his time. Created in 1996, Bloodline: Big Family No. 13 (Lot 1046) pictures a mother and her son. While continuing the examination of history and Chinese ethical relationships of the larger Bloodline: Big
READ MORE
","signed in Chinese and English and dated 1996, framed
",oil on canvas,190 by 150 cm,https://sothebys-com.brightspotcdn.com/dims4/default/d367a06/2147483647/strip/true/crop/1561x2000+0+0/resize/165x212!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot-migration.s3.amazonaws.com%2F08%2F3b%2Fb5%2F5b3fb2cc36e7808f6de2c82bcaa69d05c80576333ee5302b825e4beb19%2Ft261hk0562-7pb6k.jpg,"16,000,000",Found,"signed in Chinese and English and dated 1996, framed
oil on canvas
190 by 150 cm.; 74⅞ by 59½ in.",
Claude Monet,Champ de blé,11.08.2012,"12,122,500","William H. Fuller, New York (by 1891)
Durand-Ruel, Paris (acquired from the above on August 31 1897)
Durand-Ruel, New York (acquired from the above on November 12 1897)
William H. Fuller, New York (acquired from the above on February 28, 1898)
Henry White Cannon, New York (1899)
Mrs. Henry White Cannon (née Jenny Olive)
Acquired as a gift from the above in 1947
(possibly) Paris, 251, rue St Honoré, 7e exposition des artistes indépendants, 1882, no. 88
New York, American Art Galleries & National Gallery of Design, Works in Oil and Pastel by the Impressionists of Paris, 1886, no. 158
New York, The Lotos Club, Pictures by Claude Monet, 1889, no. 4
New York, Union League Club, Paintings by Old Masters, and Modern Foreign and American Painters, Together with an Exhibition of the Work of Claude Monet the Impressionist ... Loan Collection, 1891, no. 52
Columbus, Gallery of Fine Arts, The Springtime of Impressionism, 1948, no. 13, illustrated in the catalogue
St. Louis, City Art Museum& Minneapolis, Institute of Art, Claude Monet, 1957, no. 48, illustrated in the catalogue
Akron, Art Institute, Highlights of the 19th Century, 1959
Auckland,
READ MORE
Octave Mirbeau, “Notes sur l’art.  Cl. Monet,” La France, November 21, 1884, p. 84
William H. Fuller, Cl. Monet and his Paintings, New York, 1899, p. 16
The Bulletin of the Cleveland Museum of Art, Volume 35, no. 2, 1948, p. 4-7, illustrated
Daniel Wildenstein, Claude Monet, Paris, 1974, no. 676, illustrated pl. 405
Helen O.  Borowitz, ""The Rembrandt and Monet of Marcel Proust."" The Bulletin of the Cleveland Museum of Art, Volume 70, no. 86, 1983, fig. 13, illustrated
Charles F. Stuckey, Monet, A Retrospective, New York, 1985, illustrated p. 116
John House, Monet: Nature in Art, New Haven,  1986, pp. 19, 54, 180, fig. 23, illustrated
 Karin Sagner-Düchting, Claude Monet 1840-1926: Ein Fest für die Augen, Cologne,  1990, p. 119 illustrated
Daniel Wildenstein,
READ MORE
Monet’s sweeping view of a wheat field beneath a sky of cirrus clouds is among the classic Impressionist landscapes from the early 1880s.   The picture dates from 1881, when the artist was living in Vétheuil, and depicts a wheat field in Lavacourt, just across the river.  Its apparent simplicity notwithstanding, Champ de blé is in fact masterfully nuanced in both composition and surface treatment.   Monet’s pictures of these months were customarily consigned to Durand-Ruel and sold shortly thereafter, as was the case for the related composition, Champ de coquelicots (W. 677, Museum Boymans van Beuningen, Rotterdam).  Champ de blé, however, was probably the picture that Monet included in the seventh Impressionist exhibition in 1882, which was the last time the artist would exhibit with the original group.   Champ de
READ MORE
","Signed Claude Monet  and dated 81 (lower left)
",Oil on canvas,7. by 82 cm,https://sothebys-com.brightspotcdn.com/dims4/default/4a8c25d/2147483647/strip/true/crop/2000x1603+0+0/resize/212x170!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot-migration.s3.amazonaws.com%2F31%2F18%2Fc3%2F770ca5a0ee84629b766db76f88d7f6b3b177e90d58fef6e3b9c708ea9c%2F569n08898-6mlyg.jpg,"5,000,000",Found,"Signed Claude Monet  and dated 81 (lower left)
Oil on canvas
25 7/8 by 32 1/4 in.
65.7. by 82 cm
Painted in 1881.",
Claude Monet,"La Cathédrale de Rouen, effet d′après-midi",06.26.1995,"12,107,656",,,,,,,Not Found,,"https://www.sothebys.com/en/search-results.html?query=Claude Monet La Cathédrale de Rouen, effet d′après-midi&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past"
Pablo Picasso,Garçon à la collerette,11.07.1995,"12,102,500",,,,,,,Not Found,,https://www.sothebys.com/en/search-results.html?query=Pablo Picasso Garçon à la collerette&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past
Claude Monet,Le Grand Canal,05.13.1998,"12,102,500","Galerie Bernheim-Jeune and Galerie Durand-Ruel, Paris (purchased jointly from the artist, May 1912)
Durand-Ruel, New York
Hunt Henderson, New Orleans (acquired from the above on October 1913)
Private Collection (by descent from the above and sold: Sotheby’s, New York, November 15, 1989, lot 23)
Private Collection (acquired at the above sale)
Paris, Galerie Bernheim-Jeune, Monet, Venise, 1912, no. 4
Paris, Galerie Manzi-Joyant, Art Moderne, 1913, no. 71
Saint Petersburg, Florida, Museum of Fine Arts, circa 1979 (on loan)
Fort Worth, Kimbell Art Museum; London, Royal Academy of Art, Monet and the Mediterranean, 1997, no. 78 (not exhibited in London)
London, Royal Academy of Arts, Boston, Museum of Fine Art,  Monet in the 20th Century, 1999, no. 49 (not exhibited in Boston)
Arsène Alexandre, ""La vie artistique, Claude Monet et Venise"", Le Figaro, Paris, May 29, 1912, p.4
Gustave Geffroy, ""La Venise de Claude Monet,"" La Dépêche, Paris, May 30, 1912, p.1
H. Genet, ""Beaux-Arts et Curiosité. Les ‘Venises’ de Claude Monet"", L’Opinion, Paris, June 1, 1912, p.698
G. Lecomte, ""Un radieux poème à la gloire de Venise…"", Le Matin, Paris, June 3, 1912, p.6
A.  Michel, ""Promenade aux Salons"", Journal des Débats, Paris, June 5, 1912, p.1
""Art et Curiosité. Venise vue par Claude Monet"", Le Temps, Paris, June 11, 1912
""Vision d’art. Venise par Claude Monet"",  Le Gaulois, Paris, June 14, 1912, p.1
Gustave Geffroy, Claude Monet, sa vie, son temps, son oeuvre, Paris, 1922, discussed pp. 317-318
Daniel Wildenstein, Claude Monet, Biographie
READ MORE
Monet and his wife Alice traveled to Venice for the first time in the autumn of 1908 at the invitation of Mary Young Hunter, a wealthy American who had been introduced to the Monets by John Singer Sargent. They arrived on October 1 and spent two weeks as her guest at the Palazzo Barbaro before moving to the Grand Hotel Britannia on the Grand Canal where they stayed until their departure on December 7. Initially reluctant to leave his house and garden at Giverny, Monet must have sensed that the architectural splendors of Venice in their watery environment would present new and formidable challenges. His first days in Venice seemed only to confirm his initial fears but after several days of his customary discouragement, he commenced work on October 7. In his study of Monet's work and the Mediterranean, Joachim Pissarro has given a detailed account of Monet's working schedule while he was
READ MORE
","Signed and dated Claude Monet 1908 (lower right)
",Oil on canvas,73 by 92 cm,https://sothebys-com.brightspotcdn.com/dims4/default/ae30bd4/2147483647/strip/true/crop/2000x2000+0+0/resize/212x212!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot-migration.s3.amazonaws.com%2F61%2F49%2F79%2Ffd796816a0343c1c506afdfd3f6c2fc3264c3e9df8cda1488e8570774f%2F4hyhb-n08125-12-1.jpg,"12,000,000",Found,"Signed and dated Claude Monet 1908 (lower right)
Oil on canvas
28 3/4 by 36 1/4 in.
73 by 92 cm",
Claude Monet,Le bassin aux nymphéas,11.11.1992,"12,100,000",,-,-,-,https://sothebys-com.brightspotcdn.com/dims4/default/a204347/2147483647/strip/true/crop/2000x2000+0+0/resize/212x212!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot-migration.s3.amazonaws.com%2Ffd%2F84%2F7b%2Fc42202988d99e0422a9d4dbeae68db4020114d47e108481e46d448c8bd%2Frn29-l01001-8.jpg,"4,000,000",Found,,
Mark Rothko,Untitled,11.14.2007,"12,081,000","Executed circa 1946, this work is being considered for inclusion in the forthcoming Mark Rothko Online Resource and Catalogue Raisonné of works on paper, compiled by the National Gallery of Art, Washington.
Nancy and Jesse Weisman, New York (gift of the artist)
Private Collection, New York (gift of the above to the present owner in 1994)
Ridgefield, The Aldrich Museum of Contemporary Art, Mysterious and Magical Realism, April - August 1980, cat. no. 54
Mark Rothko is among the pantheon of artists whose ability to evoke universal truths through painting has fundamentally shifted our visual culture. Gifted by the artist to the Weisman family in a gesture of friendship and remaining in the family since then, Untitled (Nude) and Untitled (Underwater Series) embody two crucial stages in the artist’s creative growth, acting as pivotal exemplars in the development of Rothko’s voice in New York’s mid-century artistic firmament. Rothko met the late Jesse Weisman in the 1930s and the two became trusted friends, sharing summer rental houses in Mahopac, NY on their family vacations with their wives and children. As Jesse’s daughter, Susan Weisman McGee, recalls, “when my brother, Peter, was young and the Rothkos would come over to visit, Mark would sit Peter on his lap and draw pictures of cowboys and Indians.”
READ MORE
","signed
",gouache on paper,28.3 by 40.6 cm,https://sothebys-com.brightspotcdn.com/dims4/default/f6874e8/2147483647/strip/true/crop/2000x1398+0+0/resize/212x148!/quality/90/?url=https%3A%2F%2Fsothebys-com.brightspotcdn.com%2F28%2F1d%2F54%2Fff70bbcfec260eda96ef2de20490f1ffbefbd0f575c0f5e274dc02a968%2F699n09909-9y2gb.jpg,"200,000",Found,"signed
gouache on paper
11 1/8 by 16 in. 28.3 by 40.6 cm.",
Willem de Kooning,Untitled IV,05.13.2008,"12,081,000",,,,,,,Not Found,,https://www.sothebys.com/en/search-results.html?query=Willem de Kooning Untitled IV&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past
Nikolai Konstantinovich Roerich,Madonna Laboris,06.05.2013,"12,065,406",,,,,,,Not Found,,https://www.sothebys.com/en/search-results.html?query=Nikolai Konstantinovich Roerich Madonna Laboris&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past
Attributed To Aqa Mirak,Faridun in the guise of a dragon tests his sons,04.06.2011,"12,039,635",,,,,,,Not Found,,https://www.sothebys.com/en/search-results.html?query=Attributed To Aqa Mirak Faridun in the guise of a dragon tests his sons&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past
Jean-Michel Basquiat,Untitled,11.12.2013,"12,037,000","Private Collection, United States (acquired directly from the artist)
Christie's, New York, 16 March 2016, Lot 138
Acquired from the above by the present owner
New York, Cheim & Read, Jean-Michel Basquiat: In Word Only, February - March 2005, p. 3, illustrated
Written in Jean-Michel Basquiat’s unmistakeable scrawl, Untitled (Shadow in His Office); Untitled (Oil And Water…); Untitled (Negative So Slow For That Reason) explores the power of text in an artwork. For an artist who loved bebop and beat poetry, especially the writings of Jack Kerouac and William S. Burroughs, Basquiat relished the wordplay in the present work. The simplicity and elegance of the words themselves takes on a harmonious quality as the viewer reads through the enigmatic and highly stylised words of poetry on three otherwise blank pieces of notebook paper.
Basquiat’s burgeoning stardom reached a climax in 1982, the year after Untitled (Shadow in His Office); Untitled (Oil And Water…); Untitled (Negative So Slow For That Reason) was created. The artist spent 1982 jet-setting around the world, appearing at major exhibitions, as each
READ MORE
",-,-,25.4 by 15.2 cm,https://sothebys-com.brightspotcdn.com/dims4/default/1d13c55/2147483647/strip/true/crop/2000x1038+0+0/resize/212x110!/quality/90/?url=https%3A%2F%2Fsothebys-com.brightspotcdn.com%2F8b%2F0a%2F91%2F46122d0dce8f72c65ac93eaa4a69bc19a3d8471df4725ae3838ec89caa%2Fl19025-141-web.jpg,"100,000",Found,"ink on paper, in three parts
each: 25.4 by 15.2 cm. 10 by 6 in.
Executed circa 1981.",
Pablo Picasso,Mère et enfant,05.11.1995,"11,992,500","J.K. Thannhauser, New York
Curt Valentin Gallery, New York
Pecci Blunt Collection, Paris & Rome
Private Collection, Italy (acquired from the above by the present owner circa 1982; sale: Sotheby’s, London, 6th February 2014, lot 435)
Purchased at the above sale by the present owner
Christian Zervos, Pablo Picasso, supplément aux volumes 1-5, Paris, 1954, vol. VI, no. 635, illustrated pl. 77
The present work was originally in the collection of renowned German art dealer Justin K. Thannhauser, a leading figure in the distribution of Modern art in the 20th Century. In 1913, he held at his gallery the largest and most comprehensive exhibition of Picasso’s works that had yet been seen. The show was a huge success and formed the beginning of a close personal and professional relationship between dealer and artist. Over the years Thannhauser acquired many more works by Picasso, including Woman Ironing (1904), now in the collection of the Solomon Guggenheim Museum.
",-,-,16.8 by 10.2cm,https://sothebys-com.brightspotcdn.com/dims4/default/20871f2/2147483647/strip/true/crop/1435x2000+0+0/resize/152x212!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot-migration.s3.amazonaws.com%2Fe6%2Fa2%2Fd3%2F22c7e8351622ab192fa9ecf792aba420eae665aac4c4cc6f73b86e5842%2F351l17004-9cw6c.jpg,"20,000",Found,"pen and ink on paper
16.8 by 10.2cm., 6 5/8 by 4 1/8 in.
Executed in 1905.",
Claude Monet,Meule,05.11.1999,"11,992,500",,"Lithograph printed in apricot on chine collé, c. 1890, on wove paper, with the blindstamp of the printer, Belford & Cie, Paris, with full margins, in good condition apart from signifcant foxing in the margins and on the verso, framed
",-,-,https://sothebys-com.brightspotcdn.com/dims4/default/271a482/2147483647/strip/true/crop/2000x2000+0+0/resize/212x212!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot-migration.s3.amazonaws.com%2F1d%2F1b%2Ff5%2Fc0e3c1328e0dee41dbb49dd8fe6ee876342a1bfaaa5a4729b5faccec48%2F47jkg-n07988-161.jpg,"3,000",Found,"Lithograph printed in apricot on chine collé, c. 1890, on wove paper, with the blindstamp of the printer, Belford & Cie, Paris, with full margins, in good condition apart from signifcant foxing in the margins and on the verso, framed
217 by 262 mm 8 1/2 by 10 3/8 in",
Peter Doig,The Architect′s Home in the Ravine,02.13.2013,"11,975,939",,-,-,-,https://sothebys-com.brightspotcdn.com/dims4/default/9866b48/2147483647/strip/true/crop/2000x2000+0+0/resize/212x212!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot-migration.s3.amazonaws.com%2Ffe%2F9b%2F64%2Fd90f6f72d18b100f22905123945b9cec474b4c675f0747d8e7f533a57f%2F3t2rq-l02102-4.jpg,"120,000",Found,,
,Wolke,02.12.2013,"11,965,128","Stichting De Elf Lijnen, Oudenburg
Patrick De Brock Gallery, Knokke
Acquired directly from the above by the present owner
","signed, titled and dated 2000 on the reverse
",oil on canvas,110 by 240.3cm,https://sothebys-com.brightspotcdn.com/dims4/default/e2e51c5/2147483647/strip/true/crop/2000x931+0+0/resize/212x99!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot-migration.s3.amazonaws.com%2F8a%2F03%2F07%2Fb0f080a8dd7a872274cd926d961032a277d2b1e5944d565b39b5f953ea%2F043l15021-7t62d.jpg,"20,000",Found,"signed, titled and dated 2000 on the reverse
oil on canvas
110 by 240.3cm.; 43 1/4 by 94 5/8 in.",
Peter Doig,Road House,05.12.2014,"11,925,000",,,,,,,Not Found,,https://www.sothebys.com/en/search-results.html?query=Peter Doig Road House&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past
