Author,Art,Sale date,Price,Url,Report
Mark Rothko,No.2,11.14.2000,"11,005,750",- and https://www.sothebys.com/en/search-results.html?query=Mark Rothko No.2&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Pablo Picasso,Les femmes d′Alger,11.10.1997,"11,002,500",https://www.christies.com/lotfinder/lot/pablo-picasso-les-femmes-dalger-315763-details.aspx?from=searchresults&intObjectID=315763 and ,Found in both Sothby's and Christie's
Paul Cézanne,L′Estaque vu à travers les pins,11.16.1998,"11,002,500",- and https://www.sothebys.com/en/search-results.html?query=Paul Cézanne L′Estaque vu à travers les pins&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Claude Monet,Les Trois Peupliers Temps Gris,11.11.1999,"11,002,500",- and https://www.sothebys.com/en/search-results.html?query=Claude Monet Les Trois Peupliers Temps Gris&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Paul Gauguin,Entre Les Lys,11.15.1989,"11,000,000",- and https://www.sothebys.com/en/search-results.html?query=Paul Gauguin Entre Les Lys&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Henri Matisse,L′Asie,11.10.1992,"11,000,000",- and https://www.sothebys.com/en/search-results.html?query=Henri Matisse L′Asie&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Berthe Morisot,Après le déjeunerREPEAT SALE,02.06.2013,"10,987,798",- and https://www.sothebys.com/en/search-results.html?query=Berthe Morisot Après le déjeuner&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Henri Matisse,Robe jaune et robe arlequin,11.02.2005,"10,936,000",- and https://www.sothebys.com/en/search-results.html?query=Henri Matisse Robe jaune et robe arlequin&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Natalia Sergeevna Goncharova,Les fleurs,06.24.2008,"10,883,776",- and https://www.sothebys.com/en/search-results.html?query=Natalia Sergeevna Goncharova Les fleurs&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Li Keran,Jinggang Mountains,11.26.2013,"10,851,253",- and https://www.sothebys.com/en/search-results.html?query=Li Keran Jinggang Mountains&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Nikolai Fechin,The little cowboy,12.02.2010,"10,844,128",- and https://www.sothebys.com/en/search-results.html?query=Nikolai Fechin The little cowboy&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Andy Warhol,Self-Portrait,07.01.2014,"10,836,329",- and https://www.sothebys.com/en/search-results.html?query=Andy Warhol Self-Portrait&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Maurice de Vlaminck,LES PECHEURS A NANTERRE,03.25.1990,"10,808,900",- and https://www.sothebys.com/en/search-results.html?query=Maurice de Vlaminck LES PECHEURS A NANTERRE&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Roy Lichtenstein,Woman with Peanuts,11.11.2013,"10,805,000",- and https://www.sothebys.com/en/search-results.html?query=Roy Lichtenstein Woman with Peanuts&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
René Magritte,Les chasseurs au bord de la nuit,02.04.2014,"10,775,583",- and https://www.sothebys.com/en/search-results.html?query=René Magritte Les chasseurs au bord de la nuit&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
,Spider,11.08.2011,"10,722,500",- and https://www.sothebys.com/en/search-results.html?query= Spider&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Johannes,Saint Praxedis,07.08.2014,"10,699,021",- and https://www.sothebys.com/en/search-results.html?query=Johannes Saint Praxedis&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
,Photograph,05.15.2007,"10,680,000",- and https://www.sothebys.com/en/search-results.html?query= Photograph&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Amedeo Modigliani,Paul GuillaumeREPEAT SALE,06.18.2013,"10,657,038",- and https://www.sothebys.com/en/search-results.html?query=Amedeo Modigliani Paul Guillaume&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Andy Warhol,Brigitte Bardot,02.08.2007,"10,633,358",- and https://www.sothebys.com/en/search-results.html?query=Andy Warhol Brigitte Bardot&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Franz Marc,Kinderbild,06.24.2014,"10,626,608",- and https://www.sothebys.com/en/search-results.html?query=Franz Marc Kinderbild&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
André Derain,"Bateaux dans le port, Collioure",06.26.1989,"10,614,035","- and https://www.sothebys.com/en/search-results.html?query=André Derain Bateaux dans le port, Collioure&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past",Not Found in both Sothby's and Christie's
Johann Joseph Zoffany,"The garden at Hampton house, with Mr. and Mrs. David Garrick taking tea",12.07.2011,"10,562,425","- and https://www.sothebys.com/en/search-results.html?query=Johann Joseph Zoffany The garden at Hampton house, with Mr. and Mrs. David Garrick taking tea&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past",Not Found in both Sothby's and Christie's
Jean-Michel Basquiat and Andy Warhol,Olympics,06.28.2012,"10,552,283",- and https://www.sothebys.com/en/search-results.html?query=Jean-Michel Basquiat and Andy Warhol Olympics&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Shi Tao,Arhat,12.05.2011,"10,474,904",- and https://www.sothebys.com/en/search-results.html?query=Shi Tao Arhat&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Claude Monet,NymphéasREPEAT SALE,11.05.2003,"10,424,000",- and https://www.sothebys.com/en/search-results.html?query=Claude Monet Nymphéas&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Alexander Calder,Snow Flurry,05.08.2012,"10,386,500",- and https://www.sothebys.com/en/search-results.html?query=Alexander Calder Snow Flurry&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Andy Warhol,MaoREPEAT SALE,05.10.2012,"10,386,500",- and https://www.sothebys.com/en/search-results.html?query=Andy Warhol Mao&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Rembrandt Harmensz van Rijn,Portrait of a Girl Wearing a Gold-Trimmed Cloak,12.01.1986,"10,381,800",- and https://www.sothebys.com/en/search-results.html?query=Rembrandt Harmensz van Rijn Portrait of a Girl Wearing a Gold-Trimmed Cloak&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Egon Schiele,Portrait of the Art Dealer Guido Arnot,10.18.2000,"10,377,920",- and https://www.sothebys.com/en/search-results.html?query=Egon Schiele Portrait of the Art Dealer Guido Arnot&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Zhang Daqian,Lotus,05.28.2013,"10,370,055",- and https://www.sothebys.com/en/search-results.html?query=Zhang Daqian Lotus&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Vincent van Gogh,Intérieur d′un Restaurant,04.30.1996,"10,342,500",- and https://www.sothebys.com/en/search-results.html?query=Vincent van Gogh Intérieur d′un Restaurant&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Vincent van Gogh,La moisson en ProvenceREPEAT SALE,11.05.2003,"10,312,000",- and https://www.sothebys.com/en/search-results.html?query=Vincent van Gogh La moisson en Provence&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Edgar Degas,Petite danseuse de quatorze ansREPEAT SALE,05.07.2003,"10,311,500",- and https://www.sothebys.com/en/search-results.html?query=Edgar Degas Petite danseuse de quatorze ans&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Alberto Giacometti,Femme de Venise VREPEAT SALE,02.04.2015,"10,250,007",- and https://www.sothebys.com/en/search-results.html?query=Alberto Giacometti Femme de Venise V&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Vincent van Gogh,Jardin à Auvers,12.06.1992,"10,245,900",- and https://www.sothebys.com/en/search-results.html?query=Vincent van Gogh Jardin à Auvers&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Richard Diebenkorn,Ocean park #20REPEAT SALE,05.14.2014,"10,245,000",- and https://www.sothebys.com/en/search-results.html?query=Richard Diebenkorn Ocean park #20&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Willem de Kooning,Montauk IIIREPEAT SALE,05.14.2014,"10,245,000",- and https://www.sothebys.com/en/search-results.html?query=Willem de Kooning Montauk III&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Andy Warhol,Flowers,05.15.2014,"10,245,000",- and https://www.sothebys.com/en/search-results.html?query=Andy Warhol Flowers&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Andy Warhol,Silver Liz,06.30.2010,"10,189,880",- and https://www.sothebys.com/en/search-results.html?query=Andy Warhol Silver Liz&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Zhang Xiaogang,Forever lasting love,04.03.2011,"10,164,566",- and https://www.sothebys.com/en/search-results.html?query=Zhang Xiaogang Forever lasting love&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Peter Doig,Reflection,11.10.2009,"10,162,500",- and https://www.sothebys.com/en/search-results.html?query=Peter Doig Reflection&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Donald Judd,Untitled,11.14.2012,"10,162,500",- and https://www.sothebys.com/en/search-results.html?query=Donald Judd Untitled&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Jean-Michel Basquiat,Humidity,11.15.2012,"10,162,500",- and https://www.sothebys.com/en/search-results.html?query=Jean-Michel Basquiat Humidity&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Lyonel Feininger,Die Grüne Brücke,11.07.2007,"10,121,000",- and https://www.sothebys.com/en/search-results.html?query=Lyonel Feininger Die Grüne Brücke&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Pablo Picasso,Arlequin au baton,05.03.2006,"10,096,000",- and https://www.sothebys.com/en/search-results.html?query=Pablo Picasso Arlequin au baton&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Willem de Kooning,Untitled,05.09.2006,"10,096,000",- and https://www.sothebys.com/en/search-results.html?query=Willem de Kooning Untitled&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Paul Cézanne,Portrait de femme,11.03.2004,"10,087,500",https://www.christies.com/lotfinder/lot/paul-cezanne-portrait-de-femme-4381235-details.aspx?from=searchresults&intObjectID=4381235 and ,Found in both Sothby's and Christie's
Huang Binhong,View of south peak,05.18.2014,"10,054,544",- and https://www.sothebys.com/en/search-results.html?query=Huang Binhong View of south peak&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Francis Bacon,Two Men Working in a Field,06.20.2007,"10,047,642",- and https://www.sothebys.com/en/search-results.html?query=Francis Bacon Two Men Working in a Field&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
,Wolken,10.13.2014,"10,037,940",https://www.christies.com/lotfinder/paintings/gerhard-richter-wolken-clouds-windo-5834721-details.aspx?from=searchresults&intObjectID=5834721 and ,Found in both Sothby's and Christie's
Dong Qichang,Fuchun mountains after Huang Gongwang,10.29.2012,"10,036,350",- and https://www.sothebys.com/en/search-results.html?query=Dong Qichang Fuchun mountains after Huang Gongwang&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Cui Ruzhuo,Snowy Mountains,05.28.2013,"9,937,272",- and https://www.sothebys.com/en/search-results.html?query=Cui Ruzhuo Snowy Mountains&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Alberto Giacometti,Stèle III,11.05.2014,"9,909,000",- and https://www.sothebys.com/en/search-results.html?query=Alberto Giacometti Stèle III&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Claude Monet,Nymphéas,05.09.2001,"9,906,000",- and https://www.sothebys.com/en/search-results.html?query=Claude Monet Nymphéas&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Bruce Nauman,Henry Moore bound to fail,05.17.2001,"9,906,000",- and https://www.sothebys.com/en/search-results.html?query=Bruce Nauman Henry Moore bound to fail&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Egon Schiele,Haut mit trockender Wäsche,11.05.2001,"9,906,000",- and https://www.sothebys.com/en/search-results.html?query=Egon Schiele Haut mit trockender Wäsche&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Amedeo Modigliani,Portrait de Jeanne Hébuterne assise dans un fauteuil,11.16.1998,"9,902,500",- and https://www.sothebys.com/en/search-results.html?query=Amedeo Modigliani Portrait de Jeanne Hébuterne assise dans un fauteuil&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Vincent van Gogh,Paysage au soleil levant,04.24.1985,"9,900,000",- and https://www.sothebys.com/en/search-results.html?query=Vincent van Gogh Paysage au soleil levant&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Marc Chagall,Au Dessus de la ville,05.15.1990,"9,900,000",- and https://www.sothebys.com/en/search-results.html?query=Marc Chagall Au Dessus de la ville&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Fernand Léger,Les Maisons sous les Arbres,11.14.1990,"9,900,000",- and https://www.sothebys.com/en/search-results.html?query=Fernand Léger Les Maisons sous les Arbres&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Joan Miró,Projet pour un monument,05.09.2007,"9,896,000",https://www.christies.com/lotfinder/lot/joan-miro-projet-pour-un-monument-4905229-details.aspx?from=searchresults&intObjectID=4905229 and ,Found in both Sothby's and Christie's
Pablo Picasso,Le Repos,05.01.2012,"9,882,500",- and https://www.sothebys.com/en/search-results.html?query=Pablo Picasso Le Repos&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Jean-Michel Basquiat,Grillo,06.22.2007,"9,857,406",- and https://www.sothebys.com/en/search-results.html?query=Jean-Michel Basquiat Grillo&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Xu Beihong,Riding a donkey in spring,06.03.2010,"9,838,225",- and https://www.sothebys.com/en/search-results.html?query=Xu Beihong Riding a donkey in spring&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Henri Matisse,Nu à la chaise longue,06.23.2010,"9,826,927",- and https://www.sothebys.com/en/search-results.html?query=Henri Matisse Nu à la chaise longue&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Willem de Kooning,Untitled XVIIREPEAT SALE,05.15.2013,"9,755,750",https://www.christies.com/lotfinder/paintings/willem-de-kooning-untitled-xvii-5684053-details.aspx?from=searchresults&intObjectID=5684053 and ,Found in both Sothby's and Christie's
Wu Guanzhong,Shrubalthea,06.03.2011,"9,754,028",- and https://www.sothebys.com/en/search-results.html?query=Wu Guanzhong Shrubalthea&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Giovanni da Rimini,Episodes from the lives of the Virgin and other saints,07.09.2014,"9,732,986",- and https://www.sothebys.com/en/search-results.html?query=Giovanni da Rimini Episodes from the lives of the Virgin and other saints&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Canaletto,"Venice, the entrance to the Grand Canal, with the Church of Santa Maria Della Salute seen from the Piazzetta; Venice, a view of the Church of SS. Giovanni E Paolo and the Scuola di San Marco, with the monument to Bartolommeo Colleoni",12.05.2007,"9,716,879","- and https://www.sothebys.com/en/search-results.html?query=Canaletto Venice, the entrance to the Grand Canal, with the Church of Santa Maria Della Salute seen from the Piazzetta; Venice, a view of the Church of SS. Giovanni E Paolo and the Scuola di San Marco, with the monument to Bartolommeo Colleoni&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past",Not Found in both Sothby's and Christie's
Alberto Giacometti,Grande femme debout IV,11.05.2003,"9,640,000",- and https://www.sothebys.com/en/search-results.html?query=Alberto Giacometti Grande femme debout IV&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Piet Mondrian,Façade in tan and grey,11.15.1989,"9,625,000",- and https://www.sothebys.com/en/search-results.html?query=Piet Mondrian Façade in tan and grey&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Francis Bacon,Untitled,05.11.2011,"9,602,500",https://www.christies.com/lotfinder/paintings/francis-bacon-untitled-5437830-details.aspx?from=searchresults&intObjectID=5437830 and ,Found in both Sothby's and Christie's
Claude Monet,Les demoiselles de Giverny,05.01.2012,"9,602,500",- and https://www.sothebys.com/en/search-results.html?query=Claude Monet Les demoiselles de Giverny&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Frans Hals I,"Portrait of Samuel Ampzing, half length",12.05.2007,"9,601,704","- and https://www.sothebys.com/en/search-results.html?query=Frans Hals I Portrait of Samuel Ampzing, half length&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past",Not Found in both Sothby's and Christie's
Pablo Picasso,Femme assise dans un fauteuilREPEAT SALE,06.18.2013,"9,601,058",https://www.christies.com/lotfinder/paintings/pablo-picasso-femme-assise-dans-un-fauteuil-5699310-details.aspx?from=searchresults&intObjectID=5699310 and ,Found in both Sothby's and Christie's
Qi Baishi,Grass and insects,06.03.2011,"9,576,682",- and https://www.sothebys.com/en/search-results.html?query=Qi Baishi Grass and insects&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Paul Signac,Constantinople - Corne d′or,06.18.2007,"9,559,321",- and https://www.sothebys.com/en/search-results.html?query=Paul Signac Constantinople - Corne d′or&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Cai Guo Qiang,Drawing for Asia-pacific Economic Cooperation,11.25.2007,"9,548,228",- and https://www.sothebys.com/en/search-results.html?query=Cai Guo Qiang Drawing for Asia-pacific Economic Cooperation&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Georges Braque,Femme lisant,12.02.1986,"9,484,121",- and https://www.sothebys.com/en/search-results.html?query=Georges Braque Femme lisant&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Vincent van Gogh,Deux crabes,06.21.2004,"9,480,882",- and https://www.sothebys.com/en/search-results.html?query=Vincent van Gogh Deux crabes&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Claude Monet,Nymphéas,11.13.1990,"9,460,000",- and https://www.sothebys.com/en/search-results.html?query=Claude Monet Nymphéas&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
